sku,product_name,slug,role,file_name,folder,url,file_type,width,height,file_size_bytes,file_id,status
RF-MEN-001,ResoFlex Men Performance Training Shorts,rf-men-001,gallery_02,gallery-02.png,resoflex-men-shorts,https://ik.imagekit.io/resofit808/assets/products/resoflex-men-shorts/gallery-02.png,PNG,469,384,199748,,verified
RF-MEN-001,ResoFlex Men Performance Training Shorts,rf-men-001,gallery_03,gallery-03.png,resoflex-men-shorts,https://ik.imagekit.io/resofit808/assets/products/resoflex-men-shorts/gallery-03.png,PNG,469,384,284653,,verified
RF-MEN-001,ResoFlex Men Performance Training Shorts,rf-men-001,lifestyle,lifestyle.png,resoflex-men-shorts,https://ik.imagekit.io/resofit808/assets/products/resoflex-men-shorts/lifestyle.png,PNG,469,384,298643,,verified
RF-MEN-001,ResoFlex Men Performance Training Shorts,rf-men-001,detail,detail.png,resoflex-men-shorts,https://ik.imagekit.io/resofit808/assets/products/resoflex-men-shorts/detail.png,PNG,469,384,340209,,verified
RF-RUB-HEX-010,ResoFlex Commercial Rubber Hex Dumbbell Tower,rf-rub-hex-010,hero,hero.png,resoflex-rub-hex,https://ik.imagekit.io/resofit808/assets/products/resoflex-rub-hex/hero.png,PNG,469,384,228620,,verified
RF-RUB-HEX-010,ResoFlex Commercial Rubber Hex Dumbbell Tower,rf-rub-hex-010,gallery_01,gallery-01.png,resoflex-rub-hex,https://ik.imagekit.io/resofit808/assets/products/resoflex-rub-hex/gallery-01.png,PNG,469,384,250375,,verified
RF-RUB-HEX-010,ResoFlex Commercial Rubber Hex Dumbbell Tower,rf-rub-hex-010,gallery_02,gallery-02.png,resoflex-rub-hex,https://ik.imagekit.io/resofit808/assets/products/resoflex-rub-hex/gallery-02.png,PNG,469,384,251778,,verified
RF-RUB-HEX-010,ResoFlex Commercial Rubber Hex Dumbbell Tower,rf-rub-hex-010,gallery_03,gallery-03.png,resoflex-rub-hex,https://ik.imagekit.io/resofit808/assets/products/resoflex-rub-hex/gallery-03.png,PNG,469,384,250183,,verified
RF-RUB-HEX-010,ResoFlex Commercial Rubber Hex Dumbbell Tower,rf-rub-hex-010,lifestyle,lifestyle.png,resoflex-rub-hex,https://ik.imagekit.io/resofit808/assets/products/resoflex-rub-hex/lifestyle.png,PNG,469,384,304442,,verified
RF-RUB-HEX-010,ResoFlex Commercial Rubber Hex Dumbbell Tower,rf-rub-hex-010,detail,detail.png,resoflex-rub-hex,https://ik.imagekit.io/resofit808/assets/products/resoflex-rub-hex/detail.png,PNG,469,384,266663,,verified
RF-RUB-PLT-006,ResoFlex Commercial Rubber Bumper Plates Set,rf-rub-plt-006,hero,hero.png,resoflex-rubber-plates,https://ik.imagekit.io/resofit808/assets/products/resoflex-rubber-plates/hero.png,PNG,469,384,240267,,verified
RF-RUB-PLT-006,ResoFlex Commercial Rubber Bumper Plates Set,rf-rub-plt-006,gallery_01,gallery-01.png,resoflex-rubber-plates,https://ik.imagekit.io/resofit808/assets/products/resoflex-rubber-plates/gallery-01.png,PNG,469,384,222646,,verified
RF-RUB-PLT-006,ResoFlex Commercial Rubber Bumper Plates Set,rf-rub-plt-006,gallery_02,gallery-02.png,resoflex-rubber-plates,https://ik.imagekit.io/resofit808/assets/products/resoflex-rubber-plates/gallery-02.png,PNG,469,384,239641,,verified
RF-RUB-PLT-006,ResoFlex Commercial Rubber Bumper Plates Set,rf-rub-plt-006,gallery_03,gallery-03.png,resoflex-rubber-plates,https://ik.imagekit.io/resofit808/assets/products/resoflex-rubber-plates/gallery-03.png,PNG,469,384,255265,,verified
RF-RUB-PLT-006,ResoFlex Commercial Rubber Bumper Plates Set,rf-rub-plt-006,lifestyle,lifestyle.png,resoflex-rubber-plates,https://ik.imagekit.io/resofit808/assets/products/resoflex-rubber-plates/lifestyle.png,PNG,469,384,343579,,verified
RF-RUB-PLT-006,ResoFlex Commercial Rubber Bumper Plates Set,rf-rub-plt-006,detail,detail.png,resoflex-rubber-plates,https://ik.imagekit.io/resofit808/assets/products/resoflex-rubber-plates/detail.png,PNG,469,384,301053,,verified
RF-RUN-002,ResoFlex Speedwork Running Waist Belt,rf-run-002,hero,hero.png,resoflex-run-belt,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-belt/hero.png,PNG,469,384,252820,,verified
RF-RUN-002,ResoFlex Speedwork Running Waist Belt,rf-run-002,gallery_01,gallery-01.png,resoflex-run-belt,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-belt/gallery-01.png,PNG,469,384,234358,,verified
RF-RUN-002,ResoFlex Speedwork Running Waist Belt,rf-run-002,gallery_02,gallery-02.png,resoflex-run-belt,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-belt/gallery-02.png,PNG,469,384,249928,,verified
